Region-String,Group-String,RestaurantID-Integer,RestaurantName-String,City-String,Zip-Integer,State-String,Latitude-Double,Longitude-Double,Timezone-Integer,DaylightSavings-Integer,GeoPoint-String,UseRow-String,Owner-String,Capacity-Integer,Type-String,PicturePath-String,Createdate-String,IsActive-String,IsUpdated-String
Region-2,Group-3,266,IL MULINO,Jackson,38301,TN,35.60758,-88.81959,-6,1,"35.60758,-88.81959",Yes,Shana Vaughan,36,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,267,FELIDIA RESTAURANT,Iuka,38852,AL,34.803864,-88.10205,-6,1,"34.803864,-88.10205",Yes,India Hyde,49,Chinies,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,268,THE MALT HOUSE,Gulfport,39505,MS,30.415795,-89.068448,-6,1,"30.415795,-89.068448",Yes,Colette Adams,70,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,269,SHUN LEE,Owingsville,40360,KY,38.152302,-83.76603,-5,1,"38.152302,-83.76603",Yes,Hermione Doyle,65,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,270,PONGSRI THAI RESTAURANT,Hitchins,41146,KY,38.272476,-82.90494,-5,1,"38.272476,-82.90494",Yes,Quyn Allison,100,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,271,PRIMAVERA PIZZA & PASTA,Tolu,42084,KY,37.433695,-88.24498,-6,1,"37.433695,-88.24498",Yes,Gemma Meyer,29,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,272,TONY'S PIER RESTAURANT,Thornville,43076,OH,39.909915,-82.41013,-5,1,"39.909915,-82.41013",Yes,Sheila Juarez,33,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,273,ELIO'S,Ava,43711,OH,39.827556,-81.554854,-5,1,"39.827556,-81.554854",Yes,Juliet Palmer,46,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,274,KASTELI II,Streetsboro,44241,OH,41.249405,-81.34404,-5,1,"41.249405,-81.34404",Yes,Jeanette Green,92,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,275,MOLLY WEE PUB,Sullivan,44880,OH,41.038842,-82.21779,-5,1,"41.038842,-82.21779",Yes,Madeson Hodges,40,Mexican,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,276,EL CARIBE,Dayton,45433,OH,39.813743,-84.05898,-5,1,"39.813743,-84.05898",Yes,Cathleen Austin,31,African,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,277,OMEN JAPANESE CUISINE,Carthage,46115,IN,39.740158,-85.57101,-5,0,"39.740158,-85.57101",Yes,Shannon Fulton,59,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,278,ROSIE O'GRADY RESTAURANT,Plainfield,46768,IN,39.712549,-86.370409,-5,0,"39.712549,-86.370409",Yes,Erica Houston,25,Asian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,279,EUROPA BAR,Dublin,47335,IN,39.812688,-85.204359,-5,0,"39.812688,-85.204359",Yes,Quyn Allison,53,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,280,CASA BELLA,West Lafayette,47907,IN,40.424923,-86.916215,-5,0,"40.424923,-86.916215",Yes,Gemma Meyer,21,Chinies,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,281,CHEZ NAPOLEON,Clinton,48305,MI,42.569278,-82.911243,-5,1,"42.569278,-82.911243",Yes,Sheila Juarez,88,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,282,TURKEY'S NEST TAVERN,Haslett,48840,MI,42.760217,-84.39027,-5,1,"42.760217,-84.39027",Yes,Juliet Palmer,11,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,283,LA VILLA DE PIZZA & RESTAURANT,Sand Lake,49343,MI,43.291089,-85.50812,-5,1,"43.291089,-85.50812",Yes,Jeanette Green,56,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,284,OZONE PIZZERIA,Newberry,49868,MI,46.434201,-85.54758,-5,1,"46.434201,-85.54758",Yes,Madeson Hodges,11,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,285,AGRA RESTAURANT,Des Moines,50321,IA,41.542789,-93.66189,-6,1,"41.542789,-93.66189",Yes,Cathleen Austin,50,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,286,PARIS BLUES,Danbury,51019,IA,42.276668,-95.71998,-6,1,"42.276668,-95.71998",Yes,Shannon Fulton,13,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,287,GENE'S RESTURANT,Belle Plaine,52208,IA,41.887989,-92.2727,-6,1,"41.887989,-92.2727",Yes,Erica Houston,84,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,288,COZY SOUP & BURGER,Lomira,53048,WI,43.584926,-88.44594,-6,1,"43.584926,-88.44594",Yes,Shelly Little,77,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,289,VILLA FIORITA,Boscobel,53805,WI,43.136963,-90.69831,-6,1,"43.136963,-90.69831",Yes,Carolyn Terrell,95,Mexican,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,290,MOMS LUNCHEONETTE,Butternut,54514,WI,46.024995,-90.44778,-6,1,"46.024995,-90.44778",Yes,Tamara Lynn,72,African,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,291,TEVERE 84,Bethel,55005,MN,45.395494,-93.23584,-6,1,"45.395494,-93.23584",Yes,Brianna Foreman,97,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,292,FONTANA FAMOUS PIZZA & GYRO,Young America,55558,MN,44.805487,-93.766524,-6,1,"44.805487,-93.766524",Yes,Hilda Robbins,29,Asian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,293,LUSARDI'S RESTAURANT,Wells,56097,MN,43.731479,-93.71837,-6,1,"43.731479,-93.71837",Yes,Nayda Anderson,59,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,294,PORTOFINO,Elbow Lake,56531,MN,45.990556,-95.96704,-6,1,"45.990556,-95.96704",Yes,Jaquelyn Merrill,95,Chinies,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,295,KING'S ARMS RESTAURANT,Twin Brooks,57269,SD,45.227773,-96.79342,-6,1,"45.227773,-96.79342",Yes,Chava Castaneda,126,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,296,BLUE NOTE JAZZ,Clifford,58016,ND,47.34623,-97.46372,-6,1,"47.34623,-97.46372",Yes,Hedwig Bradford,82,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,297,THE WATER CLUB,Amidon,58620,ND,46.486096,-103.31682,-7,1,"46.486096,-103.31682",Yes,Nevada Gomez,200,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,298,MARCO POLO RISTORANTE,Cut Bank,59427,MT,48.680309,-112.47009,-7,1,"48.680309,-112.47009",Yes,Claire Carroll,86,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,299,MANHATTAN MONSTER,Spring Grove,60081,IL,42.441869,-88.22167,-6,1,"42.441869,-88.22167",Yes,Dora Hobbs,168,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,300,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,Chicago,60640,IL,41.973181,-87.6665,-6,1,"41.973181,-87.6665",Yes,Quin Ward,91,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,301,WAR MEMORIAL ICE SKATING RINK,Streator,61364,IL,41.129482,-88.83666,-6,1,"41.129482,-88.83666",Yes,Shana Vaughan,134,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,302,TRIPOLI RESTAURANT/SWALLOW CAFE,White Heath,61884,IL,40.10311,-88.49744,-6,1,"40.10311,-88.49744",Yes,India Hyde,189,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,303,PJ BERNSTEIN DELI & RESTAURANT,Sumner,62466,IL,38.732726,-87.85152,-6,1,"38.732726,-87.85152",Yes,Colette Adams,98,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,304,PJ CARNEY'S,Elkville,62932,IL,37.907619,-89.23151,-6,1,"37.907619,-89.23151",Yes,Hermione Doyle,115,Mexican,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,305,TOMOE SUSHI,Ethel,63539,MO,39.893011,-92.74503,-6,1,"39.893011,-92.74503",Yes,Quyn Allison,76,African,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,306,JP'S WATERSIDE RESTAURANT,Kansas City,64146,MO,38.899843,-94.57323,-6,1,"38.899843,-94.57323",Yes,Gemma Meyer,190,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,307,JOHN & JOE PIZZERIA & RESTAURANT,Henley,65040,MO,38.35222,-92.31857,-6,1,"38.35222,-92.31857",Yes,Sheila Juarez,147,Asian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,308,SUNSET PIZZERIA,Pittsburg,65724,MO,37.85245,-93.31817,-6,1,"37.85245,-93.31817",Yes,Juliet Palmer,101,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,309,NAPOLI PIZZA,Topeka,66615,KS,39.067174,-95.88115,-6,1,"39.067174,-95.88115",Yes,Jeanette Green,175,Chinies,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,310,VESUVIO RESTAURANT & PIZZA,Wichita,67275,KS,37.693588,-97.480419,-6,1,"37.693588,-97.480419",Yes,Madeson Hodges,141,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,311,WESTERN BAKERY,Homer,68030,NE,42.326727,-96.48475,-6,1,"42.326727,-96.48475",Yes,Cathleen Austin,135,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,312,JOHNS CAFE & RESTAURANT,Belden,68717,NE,42.408389,-97.20918,-6,1,"42.408389,-97.20918",Yes,Shannon Fulton,129,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,313,CAFE LUXEMBOURG,Lakeside,69351,NE,42.21773,-102.42833,-7,1,"42.21773,-102.42833",Yes,Erica Houston,108,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,314,"DUNKIN', BASKIN ROBBINS",Perry,70575,LA,29.866543,-92.158982,-6,1,"29.866543,-92.158982",Yes,Quyn Allison,119,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,315,BROADWAY RESTAURANT,Collinston,71229,LA,32.678312,-91.89546,-6,1,"32.678312,-91.89546",Yes,Gemma Meyer,152,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,316,NARITA JAPANESE RESTAURANT,Board Camp,71932,AR,34.537164,-94.0972,-6,1,"34.537164,-94.0972",Yes,Sheila Juarez,147,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,317,CUCHIFRITO,Etowah,72428,AR,35.744651,-90.22249,-6,1,"35.744651,-90.22249",Yes,Juliet Palmer,156,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,318,IL CANTINORI RESTAURAUNT,Winslow,72959,AR,35.797792,-94.11367,-6,1,"35.797792,-94.11367",Yes,Jeanette Green,87,Mexican,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,319,ANDREWS COFFEE SHOP,Willow,73673,OK,35.04655,-99.58042,-6,1,"35.04655,-99.58042",Yes,Madeson Hodges,165,African,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,320,THE CLUBHOUSE,Tahlequah,74465,OK,35.900074,-95.040008,-6,1,"35.900074,-95.040008",Yes,Cathleen Austin,125,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,321,FAME DINER,Fate,75132,TX,32.941014,-96.38095,-6,1,"32.941014,-96.38095",Yes,Shannon Fulton,80,Asian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,322,KNIGHTS OF BARON DEKALB,Gladewater,75647,TX,32.531814,-94.94358,-6,1,"32.531814,-94.94358",Yes,Erica Houston,74,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,323,WEST CORK-UNION HALL,Fort Worth,76199,TX,32.771419,-97.291484,-6,1,"32.771419,-97.291484",Yes,Shelly Little,88,Chinies,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,324,KOSHER HUT OF BROOKLYN,Hext,76848,TX,30.847791,-99.52617,-6,1,"30.847791,-99.52617",Yes,Carolyn Terrell,190,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,325,TERRA BLUES,Willis,77378,TX,30.439428,-95.44677,-6,1,"30.439428,-95.44677",Yes,Tamara Lynn,149,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,326,FLAMINGO,Placedo,77977,TX,28.691718,-96.82657,-6,1,"28.691718,-96.82657",Yes,Brianna Foreman,152,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,327,MONTE'S,Corpus Christi,78470,TX,27.777,-97.463213,-6,1,"27.777,-97.463213",Yes,Hilda Robbins,98,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,328,GOTHAM BAR & GRILL,West Point,78963,TX,29.930184,-97.0269,-6,1,"29.930184,-97.0269",Yes,Nayda Anderson,143,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,329,LONDON LENNIES,Midland,79705,TX,32.029022,-102.08618,-6,1,"32.029022,-102.08618",Yes,Jaquelyn Merrill,102,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,330,COOPER TOWN DINER,Denver,80254,CO,39.738752,-104.408349,-7,1,"39.738752,-104.408349",Yes,Chava Castaneda,164,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,331,DELMONICO'S KITCHEN,Colorado Springs,80949,CO,38.82469,-104.562027,-7,1,"38.82469,-104.562027",Yes,Hedwig Bradford,100,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,332,HASAKI RESTAURANT,Hanna,82327,WY,42.041677,-106.60352,-7,1,"42.041677,-106.60352",Yes,Nevada Gomez,112,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,333,MEZZALUNA,Kendrick,83537,ID,46.635799,-116.54146,-8,1,"46.635799,-116.54146",Yes,Claire Carroll,126,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,334,RESTUARANT NIPPON,Salt Lake City,84135,UT,40.668068,-111.908297,-7,1,"40.668068,-111.908297",Yes,Dora Hobbs,82,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,335,O'HARA'S,Phoenix,85073,AZ,33.276539,-112.18717,-7,0,"33.276539,-112.18717",Yes,Quin Ward,200,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,336,AQUEDUCT NORTH,Catalina,85738,AZ,31.970131,-111.890713,-7,0,"31.970131,-111.890713",Yes,Shana Vaughan,86,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,337,E.A.T. CAFE,Smith Lake,87365,NM,35.480924,-108.176693,-7,1,"35.480924,-108.176693",Yes,India Hyde,168,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,338,YANKEE CLIPPER,Mount Dora,88429,NM,36.369783,-103.505541,-7,1,"36.369783,-103.505541",Yes,Colette Adams,91,Mexican,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,339,REX MANOR,Carson City,89721,NV,39.167833,-119.776409,-8,1,"39.167833,-119.776409",Yes,Hermione Doyle,134,African,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,340,CUCHIFRITOS,Long Beach,90845,CA,33.786594,-118.298662,-8,1,"33.786594,-118.298662",Yes,Quyn Allison,189,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,341,CLUB 101,Descanso,91916,CA,32.890384,-116.62459,-8,1,"32.890384,-116.62459",Yes,Gemma Meyer,98,Asian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,342,RIVERDALE DINER,Tecopa,92389,CA,35.848556,-116.22627,-8,1,"35.848556,-116.22627",Yes,Sheila Juarez,115,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,343,CARLOS PIZZA,Coalinga,93210,CA,36.194736,-120.30865,-8,1,"36.194736,-120.30865",Yes,Juliet Palmer,76,Chinies,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,344,THE BITTER END,Fresno,93765,CA,36.746375,-119.639658,-8,1,"36.746375,-119.639658",Yes,Jeanette Green,190,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,345,ARRIBA ARRIBA,Hayward,94541,CA,37.674431,-122.08883,-8,1,"37.674431,-122.08883",Yes,Madeson Hodges,147,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,346,GEIDO RESTAURANT,Stockton,95215,CA,37.955474,-121.19064,-8,1,"37.955474,-121.19064",Yes,Cathleen Austin,101,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,347,BARNEY GREENGRASS,Mcclellan AFB,95652,CA,38.666653,-121.389613,-8,1,"38.666653,-121.389613",Yes,Shannon Fulton,175,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,348,ANNAM BRAHAM RESTAURANT,Milford,96121,CA,40.169038,-120.37815,-8,1,"40.169038,-120.37815",Yes,Quyn Allison,141,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,349,SUPERNOVA-NOVOTEL HOTEL,Portland,97207,OR,45.480324,-122.711117,-8,1,"45.480324,-122.711117",Yes,Gemma Meyer,135,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,350,MONTERO BAR & GRILL,Post,97752,OR,44.119652,-120.30118,-8,1,"44.119652,-120.30118",Yes,Sheila Juarez,129,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,351,PISA PIZZERIA,Buckley,98321,WA,47.155649,-122.05255,-8,1,"47.155649,-122.05255",Yes,Juliet Palmer,108,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,352,PETE'S CLAM STOP,Soap Lake,98851,WA,47.400024,-119.4624,-8,1,"47.400024,-119.4624",Yes,Jeanette Green,119,Mexican,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,353,BURRITO LOCO,King Salmon,99613,AK,58.687446,-156.64007,-9,1,"58.687446,-156.64007",Yes,Madeson Hodges,152,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,354,FIT CAFETERIA (BUILDING A ) (8th ave),Christiansted,820,VI,17.734211,-64.734694,-4,0,"17.734211,-64.734694",Yes,Cathleen Austin,147,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,355,SMILING PIZZA,North Brookfield,1535,MA,42.267274,-72.07823,-5,1,"42.267274,-72.07823",Yes,Shannon Fulton,156,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,356,SYMPOSIUM GREEK RESTAURANT,Needham,2192,MA,42.180048,-71.08923,-5,1,"42.180048,-71.08923",Yes,Erica Houston,101,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,357,VILLAGE YOKOCHO,Tiverton,2878,RI,41.629413,-71.18724,-5,1,"41.629413,-71.18724",Yes,Shelly Little,159,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,358,CLARK'S RESTAURANT,Intervale,3845,NH,44.086488,-71.13865,-5,1,"44.086488,-71.13865",Yes,Carolyn Terrell,178,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,359,PIETROS,Sebec,4481,ME,45.792364,-69.30463,-5,1,"45.792364,-69.30463",Yes,Tamara Lynn,41,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,360,MISS LILY'S 7A,Strafford,5072,VT,43.890244,-72.39364,-5,1,"43.890244,-72.39364",Yes,Brianna Foreman,77,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,361,ROSA MEXICANO,Collinsville,6022,CT,41.832842,-72.92526,-5,1,"41.832842,-72.92526",Yes,Hilda Robbins,21,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,362,DUFFY'S,Bridgeport,6601,CT,41.308873,-73.363661,-5,1,"41.308873,-73.363661",Yes,Nayda Anderson,75,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,363,LATOURETTE GOLF COURSE,Saddle River,7458,NJ,41.054568,-74.09616,-5,1,"41.054568,-74.09616",Yes,Jaquelyn Merrill,26,Asian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,364,DYKER BEACH GOLF (GRILL ROOM),Sicklerville,8081,NJ,39.741385,-74.99035,-5,1,"39.741385,-74.99035",Yes,Chava Castaneda,30,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,365,COOGAN'S,New York,10007,NY,40.714754,-74.00721,-5,1,"40.714754,-74.00721",Yes,Hedwig Bradford,82,Chinies,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,366,TOMMY'S PIZZA,Suffern,10901,NY,41.125695,-74.12682,-5,1,"41.125695,-74.12682",Yes,Nevada Gomez,47,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,367,PARNELL'S PUB,Bethpage,11714,NY,40.740662,-73.48631,-5,1,"40.740662,-73.48631",Yes,Claire Carroll,56,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,368,LA FE RESTAURANT,Albany,12228,NY,42.614852,-73.970812,-5,1,"42.614852,-73.970812",Yes,Dora Hobbs,48,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,369,OCEAN DRAGON RESTAURANT,Greenfield Center,12833,NY,43.128878,-73.8555,-5,1,"43.128878,-73.8555",Yes,Quin Ward,19,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,370,COBBLESTONE PUB,Greig,13345,NY,43.818705,-75.480342,-5,1,"43.818705,-75.480342",Yes,Shana Vaughan,52,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,371,O'SULLIVAN'S PUB,Basom,14013,NY,43.074578,-78.40345,-5,1,"43.074578,-78.40345",Yes,India Hyde,74,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,372,PIZZA WAGON,Rochester,14647,NY,43.286024,-77.684264,-5,1,"43.286024,-77.684264",Yes,Colette Adams,89,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,373,RUSSIAN TURKISH BATHS,Pittsburgh,15218,PA,40.424336,-79.88725,-5,1,"40.424336,-79.88725",Yes,Hermione Doyle,50,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,374,IL TOSCANO RISTORANTE,Slickville,15684,PA,40.463572,-79.51475,-5,1,"40.463572,-79.51475",Yes,Quyn Allison,92,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,375,GABY'S PIZZA,Clarendon,16313,PA,41.773848,-79.11801,-5,1,"41.773848,-79.11801",Yes,Gemma Meyer,33,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,376,VERDI RESTAURANT,Sabinsville,16943,PA,41.84992,-77.59404,-5,1,"41.84992,-77.59404",Yes,Sheila Juarez,72,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,377,THE CORNELIA STREET CAFE,Smoketown,17576,PA,40.038648,-76.1964,-5,1,"40.038648,-76.1964",Yes,Juliet Palmer,46,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,378,LE BERNARDIN,Summit Hill,18250,PA,40.826908,-75.8674,-5,1,"40.826908,-75.8674",Yes,Jeanette Green,90,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,379,THE GROTTO,Aston,19014,PA,39.864761,-75.4326,-5,1,"39.864761,-75.4326",Yes,Madeson Hodges,84,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,380,BRANDY'S PIANO BAR,Maxatawny,19538,PA,40.569818,-75.740942,-5,1,"40.569818,-75.740942",Yes,Cathleen Austin,77,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,381,REAL MADRID RESTAURANT,Dulles,20199,VA,39.085309,-77.645224,-5,1,"39.085309,-77.645224",Yes,Shannon Fulton,67,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,382,CANLON'S RESTAURANT,Riverdale,20738,MD,38.833563,-76.877743,-5,1,"38.833563,-76.877743",Yes,Erica Houston,24,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,383,COUSIN JOHN'S CAFE AND BAKERY,Bittinger,21522,MD,39.614779,-79.24494,-5,1,"39.614779,-79.24494",Yes,Shelly Little,39,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,384,LAST STOP (AI & JI) RESTAURANT,Arlington,22205,VA,38.88275,-77.13999,-5,1,"38.88275,-77.13999",Yes,,64,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,385,RUSSIAN SAMOVAR,Bellamy,23017,VA,37.418242,-76.508402,-5,1,"37.418242,-76.508402",Yes,,60,Asian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,386,PIZZA D'ORO,Fort Eustis,23604,VA,37.144943,-76.58677,-5,1,"37.144943,-76.58677",Yes,,69,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,387,PHIL & SONS RESTAURANT & PIZZERIA,Gate City,24251,VA,36.642027,-82.58685,-5,1,"36.642027,-82.58685",Yes,,77,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,388,LA MELA RESTAURANT,Squire,24884,WV,37.249595,-81.55208,-5,1,"37.249595,-81.55208",Yes,,27,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,389,PJ MORANS,Gallipolis Ferry,25515,WV,38.764623,-82.16003,-5,1,"38.764623,-82.16003",Yes,,58,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,390,OMEGA COFFEE SHOP,Camden On Gauley,26208,WV,38.364123,-80.5902,-5,1,"38.364123,-80.5902",Yes,,83,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,391,FRIEND OF A FARMER,Winston Salem,27102,NC,36.032304,-80.396168,-5,1,"36.032304,-80.396168",Yes,,92,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,392,DREAM PIZZA,Rocky Mount,27804,NC,35.973773,-77.82694,-5,1,"35.973773,-77.82694",Yes,,36,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,393,IRENE'S PLACE,Charlotte,28240,NC,35.26002,-80.804151,-5,1,"35.26002,-80.804151",Yes,,54,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,394,KANES DELI DINER,Jefferson,28640,NC,36.410186,-81.42409,-5,1,"36.410186,-81.42409",Yes,,33,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,395,VESELKA RESTAURANT,Columbia,29221,SC,34.005992,-80.970766,-5,1,"34.005992,-80.970766",Yes,,22,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,396,J & R PIZZA,Walhalla,29691,SC,34.769994,-83.06882,-5,1,"34.769994,-83.06882",Yes,,35,Asian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,397,CHEZ JOSEPHINE,Grantville,30220,GA,33.230734,-84.82543,-5,1,"33.230734,-84.82543",Yes,,68,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,398,VICTORY SWEET SHOP,High Shoals,30645,GA,33.801274,-83.516374,-5,1,"33.801274,-83.516374",Yes,,89,Chinies,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,399,CAPPUCCINO CAFE,Broxton,31519,GA,31.67654,-82.88991,-5,1,"31.67654,-82.88991",Yes,,95,Indian,c:\owner\,3/31/2020,TRUE,
